Date,Visitor,G,Home,G,,Att.,LOG,Notes
2011-11-26,Washington Capitals,1,Buffalo Sabres,5,,18690,,
2011-11-26,Edmonton Oilers,2,Colorado Avalanche,5,,17684,,
2011-11-26,Nashville Predators,1,Detroit Red Wings,4,,20066,,
2011-11-26,Chicago Blackhawks,2,Los Angeles Kings,1,,18118,,
2011-11-26,Pittsburgh Penguins,4,Montreal Canadiens,3,OT,21273,,
2011-11-26,New York Islanders,3,New Jersey Devils,2,,16014,,
2011-11-26,Philadelphia Flyers,0,New York Rangers,2,,18200,,
2011-11-26,Dallas Stars,0,Phoenix Coyotes,3,,10036,,
2011-11-26,Vancouver Canucks,3,San Jose Sharks,2,,17562,,
2011-11-26,Florida Panthers,1,Tampa Bay Lightning,5,,17841,,
2011-11-27,Toronto Maple Leafs,5,Anaheim Ducks,2,,13685,,
2011-11-27,St. Louis Blues,2,Columbus Blue Jackets,1,,14151,,
2011-11-27,Calgary Flames,5,Minnesota Wild,2,,16864,,
2011-11-27,Carolina Hurricanes,3,Ottawa Senators,4,,19656,,
2011-11-28,Dallas Stars,3,Colorado Avalanche,1,,12015,,
2011-11-28,Nashville Predators,2,Edmonton Oilers,1,,16839,,
2011-11-28,San Jose Sharks,0,Los Angeles Kings,2,,18118,,
2011-11-28,Tampa Bay Lightning,1,Minnesota Wild,3,,16628,,
2011-11-29,New York Islanders,2,Buffalo Sabres,1,,18690,,
2011-11-29,Florida Panthers,3,Carolina Hurricanes,1,,13065,,
2011-11-29,Nashville Predators,0,Calgary Flames,1,,19289,,
2011-11-29,Phoenix Coyotes,4,Chicago Blackhawks,1,,21183,,
2011-11-29,Pittsburgh Penguins,3,New York Rangers,4,,18200,,
2011-11-29,Columbus Blue Jackets,1,Vancouver Canucks,4,,18890,,
2011-11-29,Ottawa Senators,6,Winnipeg Jets,4,,15004,,
2011-11-29,St. Louis Blues,2,Washington Capitals,1,,18506,,
2011-11-30,Montreal Canadiens,1,Anaheim Ducks,4,,13237,,
2011-11-30,New Jersey Devils,1,Colorado Avalanche,6,,14251,,
2011-11-30,Tampa Bay Lightning,2,Detroit Red Wings,4,,20066,,
2011-11-30,Minnesota Wild,3,Edmonton Oilers,2,SO,16839,,
2011-11-30,Boston Bruins,6,Toronto Maple Leafs,3,,19643,,
2011-12-01,New York Rangers,5,Carolina Hurricanes,3,,12566,,
2011-12-01,Columbus Blue Jackets,4,Calgary Flames,3,SO,19289,,
2011-12-01,Ottawa Senators,2,Dallas Stars,3,,10490,,
2011-12-01,Florida Panthers,1,Los Angeles Kings,2,,17720,,
2011-12-01,Montreal Canadiens,3,San Jose Sharks,4,SO,17562,,
2011-12-01,Nashville Predators,6,Vancouver Canucks,5,,18890,,
2011-12-01,Phoenix Coyotes,0,Winnipeg Jets,1,,15004,,
2011-12-01,Pittsburgh Penguins,2,Washington Capitals,1,,18506,,
2011-12-02,Philadelphia Flyers,4,Anaheim Ducks,3,OT,15975,,
2011-12-02,Detroit Red Wings,4,Buffalo Sabres,1,,18690,,
2011-12-02,New York Islanders,4,Chicago Blackhawks,5,SO,21463,,
2011-12-02,St. Louis Blues,2,Colorado Avalanche,3,SO,15966,,
2011-12-02,Columbus Blue Jackets,3,Edmonton Oilers,6,,16839,,
2011-12-02,New Jersey Devils,2,Minnesota Wild,4,,17310,,
2011-12-03,Toronto Maple Leafs,1,Boston Bruins,4,,17565,,
2011-12-03,Pittsburgh Penguins,3,Carolina Hurricanes,2,,17696,,
2011-12-03,New York Islanders,5,Dallas Stars,4,,14423,,
2011-12-03,Calgary Flames,5,Edmonton Oilers,3,,16839,,
2011-12-03,Montreal Canadiens,2,Los Angeles Kings,1,,18118,,
2011-12-03,Buffalo Sabres,3,Nashville Predators,2,,17113,,
2011-12-03,Philadelphia Flyers,4,Phoenix Coyotes,2,,14913,,
2011-12-03,Florida Panthers,5,San Jose Sharks,3,,17562,,
2011-12-03,Chicago Blackhawks,5,St. Louis Blues,2,,19150,,
2011-12-03,New York Rangers,4,Tampa Bay Lightning,2,,19204,,
2011-12-03,New Jersey Devils,2,Winnipeg Jets,4,,15004,,
2011-12-03,Ottawa Senators,2,Washington Capitals,3,OT,18506,,
2011-12-04,Minnesota Wild,5,Anaheim Ducks,3,,14002,,
2011-12-04,Detroit Red Wings,2,Colorado Avalanche,4,,17014,,
2011-12-04,Calgary Flames,1,Vancouver Canucks,5,,18890,,
2011-12-05,Phoenix Coyotes,4,Chicago Blackhawks,3,SO,21079,,
2011-12-05,Washington Capitals,4,Florida Panthers,5,,16337,,
2011-12-05,Toronto Maple Leafs,4,New York Rangers,2,,18200,,
2011-12-05,Tampa Bay Lightning,2,Ottawa Senators,4,,18742,,
2011-12-05,Boston Bruins,3,Pittsburgh Penguins,1,,18585,,
2011-12-06,Los Angeles Kings,2,Anaheim Ducks,3,,14419,,
2011-12-06,Carolina Hurricanes,6,Calgary Flames,7,,19289,,
2011-12-06,Columbus Blue Jackets,3,Montreal Canadiens,2,SO,21273,,
2011-12-06,Phoenix Coyotes,3,Nashville Predators,2,,15638,,
2011-12-06,Tampa Bay Lightning,1,New York Islanders,5,,9486,,
2011-12-06,Minnesota Wild,2,San Jose Sharks,1,,17562,,
2011-12-06,Detroit Red Wings,2,St. Louis Blues,3,,19150,,
2011-12-06,New Jersey Devils,3,Toronto Maple Leafs,2,OT,19513,,
2011-12-06,Colorado Avalanche,0,Vancouver Canucks,6,,18890,,
2011-12-06,Boston Bruins,1,Winnipeg Jets,2,,15004,,
2011-12-07,Philadelphia Flyers,5,Buffalo Sabres,4,OT,18690,,
2011-12-07,Carolina Hurricanes,5,Edmonton Oilers,3,,16839,,
2011-12-07,Washington Capitals,5,Ottawa Senators,3,,17771,,
2011-12-08,Florida Panthers,2,Boston Bruins,0,,17565,,
2011-12-08,Nashville Predators,4,Columbus Blue Jackets,3,OT,13852,,
2011-12-08,Colorado Avalanche,2,Calgary Flames,3,,19289,,
2011-12-08,Phoenix Coyotes,2,Detroit Red Wings,5,,20066,,
2011-12-08,Minnesota Wild,4,Los Angeles Kings,2,,18118,,
2011-12-08,Vancouver Canucks,4,Montreal Canadiens,3,SO,21273,,
2011-12-08,Ottawa Senators,4,New Jersey Devils,5,SO,13743,,
2011-12-08,Chicago Blackhawks,3,New York Islanders,2,OT,10711,,
2011-12-08,Tampa Bay Lightning,3,New York Rangers,2,SO,18200,,
2011-12-08,Pittsburgh Penguins,2,Philadelphia Flyers,3,,19936,,
2011-12-08,Dallas Stars,2,San Jose Sharks,5,,17562,,
2011-12-08,Anaheim Ducks,2,St. Louis Blues,4,,18596,,
2011-12-09,Florida Panthers,1,Buffalo Sabres,2,OT,18690,,
2011-12-09,Colorado Avalanche,1,Edmonton Oilers,4,,16839,,
2011-12-09,Carolina Hurricanes,2,Winnipeg Jets,4,,15004,,
2011-12-09,Toronto Maple Leafs,2,Washington Capitals,4,,18506,,
2011-12-10,New York Rangers,4,Buffalo Sabres,1,,18690,,
2011-12-10,Boston Bruins,5,Columbus Blue Jackets,3,,18175,,
2011-12-10,Edmonton Oilers,0,Calgary Flames,3,,19289,,
2011-12-10,Winnipeg Jets,1,Detroit Red Wings,7,,20066,,
2011-12-10,Dallas Stars,2,Los Angeles Kings,1,,18118,,
2011-12-10,Montreal Canadiens,2,New Jersey Devils,1,,14210,,
2011-12-10,Anaheim Ducks,2,Nashville Predators,3,,17113,,
2011-12-10,Pittsburgh Penguins,6,New York Islanders,3,,15638,,
2011-12-10,Vancouver Canucks,4,Ottawa Senators,1,,19171,,
2011-12-10,Tampa Bay Lightning,2,Philadelphia Flyers,5,,19772,,
2011-12-10,Minnesota Wild,4,Phoenix Coyotes,1,,10976,,
2011-12-10,San Jose Sharks,0,St. Louis Blues,1,,19150,,
2011-12-11,San Jose Sharks,2,Chicago Blackhawks,3,OT,21456,,
2011-12-11,Florida Panthers,1,New York Rangers,6,,18200,,
2011-12-12,New Jersey Devils,5,Tampa Bay Lightning,4,,17341,,
2011-12-13,Los Angeles Kings,0,Boston Bruins,3,,17565,,
2011-12-13,Ottawa Senators,3,Buffalo Sabres,2,OT,18690,,
2011-12-13,Vancouver Canucks,1,Columbus Blue Jackets,2,SO,15808,,
2011-12-13,San Jose Sharks,3,Colorado Avalanche,4,SO,14374,,
2011-12-13,New Jersey Devils,3,Florida Panthers,2,SO,14669,,
2011-12-13,New York Islanders,3,Montreal Canadiens,5,,21273,,
2011-12-13,Calgary Flames,1,Nashville Predators,2,,14813,,
2011-12-13,Dallas Stars,1,New York Rangers,0,,18200,,
2011-12-13,Detroit Red Wings,4,Pittsburgh Penguins,1,,18592,,
2011-12-13,Carolina Hurricanes,1,Toronto Maple Leafs,2,OT,19509,,
2011-12-13,Minnesota Wild,1,Winnipeg Jets,2,,15004,,
2011-12-13,Philadelphia Flyers,5,Washington Capitals,1,,18506,,
2011-12-14,Phoenix Coyotes,1,Anaheim Ducks,4,,13428,,
2011-12-14,Chicago Blackhawks,4,Minnesota Wild,3,SO,19254,,
2011-12-14,Boston Bruins,5,Ottawa Senators,2,,18088,,
2011-12-15,Vancouver Canucks,3,Carolina Hurricanes,4,,15292,,
2011-12-15,Los Angeles Kings,2,Columbus Blue Jackets,1,,16090,,
2011-12-15,Philadelphia Flyers,4,Montreal Canadiens,3,,21273,,
2011-12-15,Detroit Red Wings,3,Nashville Predators,4,,17113,,
2011-12-15,Dallas Stars,3,New York Islanders,2,,9288,,
2011-12-15,Edmonton Oilers,2,Phoenix Coyotes,4,,9397,,
2011-12-15,Colorado Avalanche,4,San Jose Sharks,5,,17562,,
2011-12-15,New York Rangers,1,St. Louis Blues,4,,18121,,
2011-12-15,Calgary Flames,4,Tampa Bay Lightning,5,OT,17241,,
2011-12-15,Washington Capitals,1,Winnipeg Jets,0,,15004,,
2011-12-16,Toronto Maple Leafs,4,Buffalo Sabres,5,,18690,,
2011-12-16,Anaheim Ducks,1,Chicago Blackhawks,4,,21528,,
2011-12-16,Calgary Flames,2,Florida Panthers,3,SO,15575,,
2011-12-16,Dallas Stars,3,New Jersey Devils,6,,17625,,
2011-12-16,Pittsburgh Penguins,4,Ottawa Senators,6,,19710,,
2011-12-17,Tampa Bay Lightning,3,Columbus Blue Jackets,2,,16108,,
2011-12-17,Washington Capitals,1,Colorado Avalanche,2,,16011,,
2011-12-17,Los Angeles Kings,2,Detroit Red Wings,8,,20066,,
2011-12-17,New York Islanders,2,Minnesota Wild,1,SO,18209,,
2011-12-17,New Jersey Devils,5,Montreal Canadiens,3,,21273,,
2011-12-17,St. Louis Blues,1,Nashville Predators,2,SO,17113,,
2011-12-17,Boston Bruins,6,Philadelphia Flyers,0,,19948,,
2011-12-17,New York Rangers,3,Phoenix Coyotes,2,,12172,,
2011-12-17,Buffalo Sabres,3,Pittsburgh Penguins,8,,18584,,
2011-12-17,Edmonton Oilers,2,San Jose Sharks,3,,17562,,
2011-12-17,Vancouver Canucks,5,Toronto Maple Leafs,3,,19633,,
2011-12-17,Anaheim Ducks,3,Winnipeg Jets,5,,15004,,
2011-12-18,Calgary Flames,2,Chicago Blackhawks,4,,21192,,
2011-12-18,Carolina Hurricanes,2,Florida Panthers,3,OT,15289,,
2011-12-18,Columbus Blue Jackets,4,St. Louis Blues,6,,18611,,
2011-12-19,Montreal Canadiens,2,Boston Bruins,3,,17565,,
2011-12-19,Philadelphia Flyers,2,Colorado Avalanche,3,SO,14889,,
2011-12-19,Anaheim Ducks,3,Dallas Stars,5,,13720,,
2011-12-19,Detroit Red Wings,3,Edmonton Oilers,2,,16839,,
2011-12-19,Los Angeles Kings,3,Toronto Maple Leafs,2,SO,19521,,
2011-12-19,Minnesota Wild,0,Vancouver Canucks,4,,18890,,
2011-12-20,Minnesota Wild,1,Calgary Flames,2,,19289,,
2011-12-20,Phoenix Coyotes,2,Florida Panthers,1,,17711,,
2011-12-20,New York Rangers,4,New Jersey Devils,1,,17625,,
2011-12-20,Buffalo Sabres,1,Ottawa Senators,4,,18474,,
2011-12-20,Chicago Blackhawks,2,Pittsburgh Penguins,3,,18607,,
2011-12-20,New York Islanders,3,Winnipeg Jets,2,SO,15004,,
2011-12-20,Nashville Predators,1,Washington Capitals,4,,18506,,
2011-12-21,Phoenix Coyotes,4,Carolina Hurricanes,3,,15848,,
2011-12-21,Montreal Canadiens,1,Chicago Blackhawks,5,,22081,,
2011-12-21,St. Louis Blues,2,Colorado Avalanche,3,,15421,,
2011-12-21,Philadelphia Flyers,4,Dallas Stars,1,,15061,,
2011-12-21,Tampa Bay Lightning,2,San Jose Sharks,7,,17562,,
2011-12-21,Detroit Red Wings,2,Vancouver Canucks,4,,18890,,
2011-12-22,Detroit Red Wings,2,Calgary Flames,3,,19289,,
2011-12-22,Minnesota Wild,1,Edmonton Oilers,4,,16839,,
2011-12-22,Anaheim Ducks,2,Los Angeles Kings,3,SO,18118,,
2011-12-22,Columbus Blue Jackets,5,Nashville Predators,6,,17113,,
2011-12-22,New York Islanders,2,New York Rangers,4,,18200,,
2011-12-22,Florida Panthers,3,Ottawa Senators,4,OT,19296,,
2011-12-22,Buffalo Sabres,2,Toronto Maple Leafs,3,,19473,,
2011-12-22,Montreal Canadiens,0,Winnipeg Jets,4,,15004,,
2011-12-23,Florida Panthers,0,Boston Bruins,8,,17565,,
2011-12-23,Ottawa Senators,1,Carolina Hurricanes,2,OT,14556,,
2011-12-23,Tampa Bay Lightning,1,Colorado Avalanche,2,OT,16165,,
2011-12-23,Nashville Predators,3,Dallas Stars,6,,15245,,
2011-12-23,Washington Capitals,3,New Jersey Devils,4,SO,14043,,
2011-12-23,Toronto Maple Leafs,5,New York Islanders,3,,12432,,
2011-12-23,Philadelphia Flyers,2,New York Rangers,4,,18200,,
2011-12-23,St. Louis Blues,3,Phoenix Coyotes,2,,12650,,
2011-12-23,Los Angeles Kings,1,San Jose Sharks,2,SO,17562,,
2011-12-23,Calgary Flames,3,Vancouver Canucks,1,,18890,,
2011-12-23,Pittsburgh Penguins,4,Winnipeg Jets,1,,15004,,
2011-12-26,Washington Capitals,2,Buffalo Sabres,4,,18690,,
2011-12-26,New Jersey Devils,2,Carolina Hurricanes,4,,16121,,
2011-12-26,Columbus Blue Jackets,1,Chicago Blackhawks,4,,21645,,
2011-12-26,Phoenix Coyotes,3,Los Angeles Kings,4,,18118,,
2011-12-26,Colorado Avalanche,4,Minnesota Wild,2,,19290,,
2011-12-26,Detroit Red Wings,4,Nashville Predators,1,,17113,,
2011-12-26,New York Islanders,0,New York Rangers,3,,18200,,
2011-12-26,Anaheim Ducks,3,San Jose Sharks,2,,17562,,
2011-12-26,Dallas Stars,3,St. Louis Blues,5,,18842,,
2011-12-26,Edmonton Oilers,3,Vancouver Canucks,5,,18890,,
2011-12-27,Calgary Flames,2,Columbus Blue Jackets,1,SO,16985,,
2011-12-27,Winnipeg Jets,4,Colorado Avalanche,1,,18007,,
2011-12-27,St. Louis Blues,2,Detroit Red Wings,3,,20066,,
2011-12-27,Toronto Maple Leafs,3,Florida Panthers,5,,20406,,
2011-12-27,Montreal Canadiens,6,Ottawa Senators,2,,20500,,
2011-12-27,Carolina Hurricanes,2,Pittsburgh Penguins,4,,18600,,
2011-12-27,Philadelphia Flyers,1,Tampa Bay Lightning,5,,19204,,
2011-12-28,Los Angeles Kings,2,Chicago Blackhawks,0,,22066,,
2011-12-28,Buffalo Sabres,1,New Jersey Devils,3,,17625,,
2011-12-28,Minnesota Wild,1,Nashville Predators,2,SO,17113,,
2011-12-28,Boston Bruins,2,Phoenix Coyotes,1,OT,17459,,
2011-12-28,Vancouver Canucks,3,San Jose Sharks,2,OT,17562,,
2011-12-28,New York Rangers,1,Washington Capitals,4,,18506,,
2011-12-29,Vancouver Canucks,5,Anaheim Ducks,2,,17544,,
2011-12-29,Toronto Maple Leafs,3,Carolina Hurricanes,4,OT,17461,,
2011-12-29,Phoenix Coyotes,2,Colorado Avalanche,3,,17389,,
2011-12-29,Columbus Blue Jackets,4,Dallas Stars,1,,16555,,
2011-12-29,Edmonton Oilers,3,Minnesota Wild,4,,19194,,
2011-12-29,Calgary Flames,1,New York Islanders,3,,14819,,
2011-12-29,Philadelphia Flyers,4,Pittsburgh Penguins,2,,18602,,
2011-12-29,Montreal Canadiens,3,Tampa Bay Lightning,4,,19204,,
2011-12-29,Los Angeles Kings,0,Winnipeg Jets,1,OT,15004,,
2011-12-30,Detroit Red Wings,2,Chicago Blackhawks,3,,22166,,
2011-12-30,New York Rangers,4,Florida Panthers,1,,20238,,
2011-12-30,Calgary Flames,3,Ottawa Senators,4,OT,20500,,
2011-12-30,Nashville Predators,2,St. Louis Blues,1,SO,19150,,
2011-12-30,Buffalo Sabres,1,Washington Capitals,3,,18506,,
2011-12-31,Colorado Avalanche,4,Anaheim Ducks,2,,15119,,
2011-12-31,Ottawa Senators,3,Buffalo Sabres,2,SO,18690,,
2011-12-31,Washington Capitals,4,Columbus Blue Jackets,2,,18199,,
2011-12-31,Boston Bruins,2,Dallas Stars,4,,18532,,
2011-12-31,St. Louis Blues,0,Detroit Red Wings,3,,20066,,
2011-12-31,Montreal Canadiens,2,Florida Panthers,3,,20098,,
2011-12-31,Vancouver Canucks,1,Los Angeles Kings,4,,18118,,
2011-12-31,Phoenix Coyotes,4,Minnesota Wild,2,,19297,,
2011-12-31,Pittsburgh Penguins,1,New Jersey Devils,3,,17625,,
2011-12-31,Edmonton Oilers,1,New York Islanders,4,,13807,,
2011-12-31,Carolina Hurricanes,2,Tampa Bay Lightning,5,,19204,,
2011-12-31,Toronto Maple Leafs,2,Winnipeg Jets,3,,15004,,
2012-01-01,Calgary Flames,3,Nashville Predators,5,,17113,,
2012-01-02,Edmonton Oilers,4,Chicago Blackhawks,3,,21216,,
2012-01-02,Colorado Avalanche,2,Los Angeles Kings,1,SO,18118,,
2012-01-02,New Jersey Devils,2,Ottawa Senators,3,OT,19573,,
2012-01-02,New York Rangers,3,Philadelphia Flyers,2,,46967,,NHL Winter Classic
2012-01-02,San Jose Sharks,3,Vancouver Canucks,2,SO,18890,,
2012-01-03,Edmonton Oilers,3,Buffalo Sabres,4,,18690,,
2012-01-03,New York Islanders,4,Carolina Hurricanes,3,SO,13828,,
2012-01-03,Detroit Red Wings,5,Dallas Stars,4,,15182,,
2012-01-03,Phoenix Coyotes,1,St. Louis Blues,4,,18112,,
2012-01-03,Tampa Bay Lightning,3,Toronto Maple Leafs,7,,19425,,
2012-01-03,Calgary Flames,1,Washington Capitals,3,,18506,,
2012-01-04,San Jose Sharks,3,Anaheim Ducks,1,,14596,,
2012-01-04,Winnipeg Jets,3,Montreal Canadiens,7,,21273,,
2012-01-04,Boston Bruins,6,New Jersey Devils,1,,15832,,
2012-01-04,Minnesota Wild,0,Vancouver Canucks,3,,18890,,
2012-01-05,Calgary Flames,0,Boston Bruins,9,,17565,,
2012-01-05,Phoenix Coyotes,0,Los Angeles Kings,1,OT,18118,,
2012-01-05,Dallas Stars,4,Nashville Predators,1,,17113,,
2012-01-05,Florida Panthers,2,New York Rangers,3,OT,18200,,
2012-01-05,Tampa Bay Lightning,1,Ottawa Senators,4,,19944,,
2012-01-05,Chicago Blackhawks,4,Philadelphia Flyers,5,,19877,,
2012-01-05,Columbus Blue Jackets,1,San Jose Sharks,2,,17562,,
2012-01-05,Edmonton Oilers,3,St. Louis Blues,4,,18428,,
2012-01-05,Winnipeg Jets,0,Toronto Maple Leafs,4,,19514,,
2012-01-06,New York Islanders,2,Anaheim Ducks,4,,13892,,
2012-01-06,Buffalo Sabres,2,Carolina Hurricanes,4,,16095,,
2012-01-06,Colorado Avalanche,4,Chicago Blackhawks,0,,21807,,
2012-01-06,Florida Panthers,2,New Jersey Devils,5,,15793,,
2012-01-06,New York Rangers,3,Pittsburgh Penguins,1,,18590,,
2012-01-07,Vancouver Canucks,4,Boston Bruins,3,,17565,,
2012-01-07,Winnipeg Jets,2,Buffalo Sabres,1,OT,18690,,
2012-01-07,Minnesota Wild,1,Calgary Flames,3,,19289,,
2012-01-07,Edmonton Oilers,1,Dallas Stars,4,,16122,,
2012-01-07,Columbus Blue Jackets,1,Los Angeles Kings,0,,18118,,
2012-01-07,Tampa Bay Lightning,1,Montreal Canadiens,3,,21273,,
2012-01-07,Carolina Hurricanes,2,Nashville Predators,5,,17113,,
2012-01-07,Ottawa Senators,2,Philadelphia Flyers,3,OT,19792,,
2012-01-07,New York Islanders,1,Phoenix Coyotes,5,,13350,,
2012-01-07,New Jersey Devils,3,Pittsburgh Penguins,1,,18594,,
2012-01-07,Washington Capitals,2,San Jose Sharks,5,,17562,,
2012-01-07,Colorado Avalanche,0,St. Louis Blues,4,,19150,,
2012-01-07,Detroit Red Wings,3,Toronto Maple Leafs,4,,19536,,
2012-01-08,Columbus Blue Jackets,4,Anaheim Ducks,7,,13053,,
2012-01-08,Detroit Red Wings,3,Chicago Blackhawks,2,OT,21858,,
2012-01-08,Philadelphia Flyers,4,Ottawa Senators,6,,20028,,
2012-01-09,Vancouver Canucks,1,Florida Panthers,2,,16712,,
2012-01-09,Washington Capitals,2,Los Angeles Kings,5,,18118,,
2012-01-10,Dallas Stars,2,Anaheim Ducks,5,,12152,,
2012-01-10,Winnipeg Jets,3,Boston Bruins,5,,17565,,
2012-01-10,Philadelphia Flyers,2,Carolina Hurricanes,1,,14511,,
2012-01-10,New Jersey Devils,3,Calgary Flames,6,,19289,,
2012-01-10,Columbus Blue Jackets,2,Chicago Blackhawks,5,,21229,,
2012-01-10,Nashville Predators,4,Colorado Avalanche,1,,14417,,
2012-01-10,San Jose Sharks,4,Minnesota Wild,5,SO,18986,,
2012-01-10,St. Louis Blues,3,Montreal Canadiens,0,,21273,,
2012-01-10,Detroit Red Wings,1,New York Islanders,5,,12864,,
2012-01-10,Phoenix Coyotes,1,New York Rangers,2,SO,18200,,
2012-01-10,Ottawa Senators,5,Pittsburgh Penguins,1,,18603,,
2012-01-10,Vancouver Canucks,5,Tampa Bay Lightning,4,SO,17630,,
2012-01-10,Buffalo Sabres,0,Toronto Maple Leafs,2,,19431,,
2012-01-11,New Jersey Devils,2,Edmonton Oilers,1,OT,16839,,
2012-01-11,Pittsburgh Penguins,0,Washington Capitals,1,,18506,,
2012-01-12,Montreal Canadiens,1,Boston Bruins,2,,17565,,
2012-01-12,Anaheim Ducks,0,Calgary Flames,1,OT,19289,,
2012-01-12,Minnesota Wild,2,Chicago Blackhawks,5,,21490,,
2012-01-12,Phoenix Coyotes,2,Detroit Red Wings,3,SO,20066,,
2012-01-12,Dallas Stars,5,Los Angeles Kings,4,SO,18118,,
2012-01-12,Colorado Avalanche,2,Nashville Predators,3,OT,16905,,
2012-01-12,Philadelphia Flyers,3,New York Islanders,2,,11751,,
2012-01-12,Ottawa Senators,3,New York Rangers,0,,18200,,
2012-01-12,Vancouver Canucks,3,St. Louis Blues,2,OT,18231,,
2012-01-12,Carolina Hurricanes,5,Tampa Bay Lightning,2,,16553,,
2012-01-12,San Jose Sharks,2,Winnipeg Jets,0,,15004,,
2012-01-13,Toronto Maple Leafs,2,Buffalo Sabres,3,,18690,,
2012-01-13,Phoenix Coyotes,3,Columbus Blue Jackets,4,,14119,,
2012-01-13,Anaheim Ducks,5,Edmonton Oilers,0,,16839,,
2012-01-13,Pittsburgh Penguins,4,Florida Panthers,1,,18658,,
2012-01-13,Tampa Bay Lightning,3,Washington Capitals,4,,18506,,
2012-01-14,Boston Bruins,2,Carolina Hurricanes,4,,18680,,
2012-01-14,San Jose Sharks,2,Columbus Blue Jackets,1,,16582,,
2012-01-14,Los Angeles Kings,4,Calgary Flames,1,,19289,,
2012-01-14,Colorado Avalanche,2,Dallas Stars,1,,15838,,
2012-01-14,Chicago Blackhawks,2,Detroit Red Wings,3,OT,20066,,
2012-01-14,Ottawa Senators,3,Montreal Canadiens,2,SO,21273,,
2012-01-14,Philadelphia Flyers,2,Nashville Predators,4,,17113,,
2012-01-14,Buffalo Sabres,2,New York Islanders,4,,13848,,
2012-01-14,Minnesota Wild,2,St. Louis Blues,3,SO,19150,,
2012-01-14,New York Rangers,3,Toronto Maple Leafs,0,,19617,,
2012-01-14,New Jersey Devils,2,Winnipeg Jets,1,,15004,,
2012-01-15,San Jose Sharks,3,Chicago Blackhawks,4,,21645,,
2012-01-15,Los Angeles Kings,1,Edmonton Oilers,2,OT,16839,,
2012-01-15,New York Rangers,1,Montreal Canadiens,4,,21273,,
2012-01-15,Pittsburgh Penguins,6,Tampa Bay Lightning,3,,19204,,
2012-01-15,Anaheim Ducks,4,Vancouver Canucks,2,,18890,,
2012-01-15,Carolina Hurricanes,1,Washington Capitals,2,,18506,,
2012-01-16,Buffalo Sabres,0,Detroit Red Wings,5,,20066,,
2012-01-16,Boston Bruins,3,Florida Panthers,2,SO,19018,,
2012-01-16,Nashville Predators,3,New York Islanders,1,,10755,,
2012-01-16,Winnipeg Jets,2,Ottawa Senators,0,,19927,,
2012-01-16,Colorado Avalanche,1,Phoenix Coyotes,6,,12757,,
2012-01-16,Dallas Stars,0,St. Louis Blues,1,,18036,,
2012-01-17,Edmonton Oilers,2,Columbus Blue Jackets,4,,13814,,
2012-01-17,Detroit Red Wings,3,Dallas Stars,2,SO,15148,,
2012-01-17,Winnipeg Jets,1,New Jersey Devils,5,,14129,,
2012-01-17,Nashville Predators,0,New York Rangers,3,,18200,,
2012-01-17,Minnesota Wild,1,Philadelphia Flyers,5,,19787,,
2012-01-17,Carolina Hurricanes,1,Pittsburgh Penguins,2,SO,18535,,
2012-01-17,Calgary Flames,1,San Jose Sharks,2,SO,17562,,
2012-01-17,Boston Bruins,3,Tampa Bay Lightning,5,,19204,,
2012-01-17,Ottawa Senators,3,Toronto Maple Leafs,2,,19615,,
2012-01-17,Los Angeles Kings,3,Vancouver Canucks,2,SO,18890,,
2012-01-17,New York Islanders,3,Washington Capitals,0,,18506,,
2012-01-18,Phoenix Coyotes,2,Anaheim Ducks,6,,12281,,
2012-01-18,Buffalo Sabres,2,Chicago Blackhawks,6,,21114,,
2012-01-18,Florida Panthers,3,Colorado Avalanche,4,OT,13465,,
2012-01-18,Washington Capitals,3,Montreal Canadiens,0,,21273,,
2012-01-19,Nashville Predators,3,Columbus Blue Jackets,0,,17233,,
2012-01-19,Calgary Flames,2,Los Angeles Kings,1,SO,18118,,
2012-01-19,Boston Bruins,4,New Jersey Devils,1,,14941,,
2012-01-19,Pittsburgh Penguins,4,New York Rangers,1,,18200,,
2012-01-19,New York Islanders,4,Philadelphia Flyers,1,,19796,,
2012-01-19,Detroit Red Wings,3,Phoenix Coyotes,2,SO,15067,,
2012-01-19,Ottawa Senators,4,San Jose Sharks,1,,17562,,
2012-01-19,Edmonton Oilers,0,St. Louis Blues,1,,17432,,
